,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,HeadhouseholdEducation,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,Target,new_hogar_total,new_dependency,HeadhouseGender,Place,Education,TypeofHome,WallType,FloorType,RoofType,WaterSource,Sanitary,EnergySource,RubishDisposalMethod,ToiletType,WallRate,CeilingRate,FloorRate,TargetCateg,Gender
5419,0,5,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1500a4873,1,3,0,4,.33333334,6,12.0,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,15,4,4,0.3333333333333333,male,lugar1,instlevel4,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
5420,0,5,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,17,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1500a4873,1,3,0,4,.33333334,6,12.0,0,0,0,0,0,0,0,0,1,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,46,4,4,0.3333333333333333,male,lugar1,instlevel9,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
5421,0,5,0,1,1,1,1.0,0,3,3,0,1,1,0,4,4,4,4,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1500a4873,1,3,0,4,.33333334,6,12.0,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,49,4,4,0.3333333333333333,male,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
5422,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4a5e9ba5d,0,4,0,4,no,3,7.5,0,1,0,0,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,8,1,0,0,0,0,0,0,1,56,4,4,0.0,female,lugar1,instlevel2,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv3,non_vulnerable,Female
5423,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4a5e9ba5d,0,4,0,4,no,3,7.5,0,0,0,1,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,8,1,0,0,0,0,0,0,1,32,4,4,0.0,female,lugar1,instlevel4,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv3,non_vulnerable,Male
5424,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4a5e9ba5d,0,4,0,4,no,3,7.5,0,0,0,1,0,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,8,1,0,0,0,0,0,0,1,28,4,4,0.0,female,lugar1,instlevel4,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv3,non_vulnerable,Male
5425,0,6,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4a5e9ba5d,0,4,0,4,no,3,7.5,0,0,0,0,1,0,0,0,0,3,1.3333334,0,1,0,0,0,1,1,1,8,1,0,0,0,0,0,0,1,22,4,4,0.0,female,lugar1,instlevel5,tipovivi2,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv3,non_vulnerable,Female
5426,0,6,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ee4b117b0,2,3,0,5,.66666669,6,13.0,1,0,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,4,4,5,0.6666666666666666,male,lugar1,instlevel1,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho2,eviv2,non_vulnerable,Male
5427,0,6,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ee4b117b0,2,3,0,5,.66666669,6,13.0,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,19,4,5,0.6666666666666666,male,lugar1,instlevel3,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho2,eviv2,non_vulnerable,Male
5428,0,6,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,16,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ee4b117b0,2,3,0,5,.66666669,6,13.0,0,0,0,0,0,0,0,1,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,40,4,5,0.6666666666666666,male,lugar1,instlevel8,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho2,eviv2,non_vulnerable,Female
5429,0,6,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,11,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ee4b117b0,2,3,0,5,.66666669,6,13.0,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,20,4,5,0.6666666666666666,male,lugar1,instlevel5,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho2,eviv2,non_vulnerable,Male
5430,0,6,0,1,1,0,0.0,1,3,4,0,1,1,1,4,5,5,5,6,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ee4b117b0,2,3,0,5,.66666669,6,13.0,0,0,1,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,42,4,5,0.6666666666666666,male,lugar1,instlevel3,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho2,eviv2,non_vulnerable,Male
5431,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,970f492a0,0,2,1,2,yes,2,2.0,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,69,4,3,0.5,female,lugar1,instlevel2,tipovivi1,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
5432,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,970f492a0,0,2,1,2,yes,2,2.0,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,62,4,3,0.5,female,lugar1,instlevel2,tipovivi1,paredblolad,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
5433,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,10,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe521cbbe,0,3,0,3,no,3,6.3333335,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,23,4,3,0.0,female,lugar1,instlevel4,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
5434,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,fe521cbbe,0,3,0,3,no,3,6.3333335,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,56,4,3,0.0,female,lugar1,instlevel2,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
5435,0,4,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fe521cbbe,0,3,0,3,no,3,6.3333335,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,25,4,3,0.0,female,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
5436,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,11,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,0,0,0,1,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,29,1,10,0.6666666666666666,male,lugar1,instlevel5,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5437,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,1,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8,1,10,0.6666666666666666,male,lugar1,instlevel2,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Male
5438,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,1,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,52,1,10,0.6666666666666666,male,lugar1,instlevel2,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5439,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,1,0,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,10,0.6666666666666666,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Male
5440,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,7,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,0,0,1,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,52,1,10,0.6666666666666666,male,lugar1,instlevel4,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Male
5441,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,6,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,0,1,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,21,1,10,0.6666666666666666,male,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5442,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,1,0,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,1,10,0.6666666666666666,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5443,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,6,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,0,1,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,24,1,10,0.6666666666666666,male,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5444,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,1,0,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,1,10,0.6666666666666666,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5445,1,5,0,1,1,0,0.0,2,1,3,2,5,7,4,6,10,10,10,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7cad2d6c4,4,6,0,10,.66666669,7,5.6666665,0,1,0,0,0,0,0,0,0,3,3.3333333,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,32,1,10,0.6666666666666666,male,lugar1,instlevel2,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu1,sanitario3,epared3,etecho2,eviv2,extreme poverty,Female
5446,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,b613a4b36,1,2,0,3,.5,6,5.5,1,0,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,2,3,0.5,male,lugar1,instlevel1,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,moderate poverty,Male
5447,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,b613a4b36,1,2,0,3,.5,6,5.5,0,1,0,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,26,2,3,0.5,male,lugar1,instlevel2,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,moderate poverty,Female
5448,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b613a4b36,1,2,0,3,.5,6,5.5,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,54,2,3,0.5,male,lugar1,instlevel3,tipovivi1,paredblolad,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared2,etecho2,eviv2,moderate poverty,Male
5449,0,5,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,6,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ad076c35a,1,1,0,2,yes,3,7.0,0,1,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,30,4,2,1.0,male,lugar1,instlevel2,tipovivi3,paredzinc,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu3,sanitario3,epared1,etecho1,eviv1,non_vulnerable,Male
5450,0,5,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,6,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ad076c35a,1,1,0,2,yes,3,7.0,0,1,0,0,0,0,0,0,0,3,2.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,19,4,2,1.0,male,lugar1,instlevel2,tipovivi3,paredzinc,pisocemento,techozinc,abastaguadentro,sanitario3,energcocinar3,elimbasu3,sanitario3,epared1,etecho1,eviv1,non_vulnerable,Female
5451,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c569ebbf8,1,3,0,4,.33333334,14,10.333333,1,0,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,4,4,0.3333333333333333,female,lugar1,instlevel1,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Male
5452,0,5,0,1,1,0,0.0,1,1,2,0,2,2,1,3,4,4,4,11,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,c569ebbf8,1,3,0,4,.33333334,14,10.333333,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,58,4,4,0.3333333333333333,female,lugar1,instlevel5,tipovivi1,paredpreb,pisomoscer,techozinc,abastaguadentro,sanitario3,energcocinar2,elimbasu1,sanitario3,epared3,etecho3,eviv3,non_vulnerable,Female
